id	sMLH
ES2820	1.18762544246471
ES2792	0.971693543834761
ES2816	1.07965949314973
ES2825	1.07965949314973
ES2826	1.12366691789137
ES2829	1.03101696007447
ES2811	1.12366691789137
ES2794	0.971693543834761
ES2774	1.29559139177968
ES2795	1.07965949314973
ES2832	0.898933534313097
ES2771	0.971693543834761
ES2813	0.755761645204814
ES2808	1.12366691789137
ES2806	1.07965949314973
ES2729	1.51152329040963
ES2714	1.07965949314973
ES2576	1.07965949314973
ES2821	0.239048579550918
ES2532	0.755761645204814
ES2810	0.755761645204814
ES2783	0.755761645204814
ES2787	1.07965949314973
ES2757	1.29559139177968
ES2805	1.6194892397246
ES2715	0.893012507138565
ES2763	1.48924672010756
ES2775	1.23603360968051
ES2740	1.07965949314973
ES2735	0.647795695889841
ES2713	0.755761645204814
ES2730	0.755761645204814
ES2603	0.992048813797819
ES2756	1.18762544246471
ES2741	1.07965949314973
ES2585	0.893012507138565
ES2782	0.863727594519787
ES2581	0.781385943746244
ES2766	1.51152329040963
ES2719	0.863727594519787
ES2554	0.755761645204814
ES2551	1.10227645977535
ES2738	0.755761645204814
ES2593	1.18762544246471
ES2772	1.29559139177968
ES2557	1.18762544246471
ES2556	0.916459520066192
ES2589	0.647795695889841
ES3037	0.971693543834761
ES3061	1.27893773512761
ES2910	0.343672320024822
ES2952	0.755761645204814
ES2927	1.01130022610223
ES2545	0.971693543834761
ES2558	1.18762544246471
ES2629	1.51152329040963
ES2656	1.07965949314973
ES2830	0.863727594519787
ES3055	0.863727594519787
ES2985	0.971693543834761
ES3062	1.40355734109465
ES3019	0.863727594519787
ES2845	0.971693543834761
ES2549	1.40355734109465
ES2690	1.02459965783408
ES2651	1.07965949314973
ES2855	0.863727594519787
ES2839	1.01130022610223
ES3060	1.07965949314973
ES2999	1.03101696007447
ES3025	1.18762544246471
ES2991	0.990025897838007
ES2396	0.57278720004137
ES2599	0.863727594519787
ES2628	0.727185951858504
ES2695	0.755761645204814
ES2857	0.848383610501588
ES2852	0.755761645204814
ES2978	1.18762544246471
ES2976	1.03101696007447
ES3124	1.03101696007447
ES2571	0.971693543834761
ES2586	0.458229760033096
ES2698	1.07965949314973
ES2896	0.674200150734823
ES2919	0.647795695889841
ES2876	0.647795695889841
ES2850	0.712123315564033
ES3009	1.07965949314973
ES3027	1.14557440008274
ES2559	1.26013184009101
ES2588	1.07965949314973
ES2697	0.57278720004137
ES2664	1.36791037016016
ES2945	0.801902080057918
ES2868	0.971693543834761
ES2944	0.971693543834761
ES2854	0.971693543834761
ES2856	1.33317424507392
ES3129	0.801902080057918
ES2641	1.61662134655291
ES2594	0.755761645204814
ES2701	0.971693543834761
ES2692	1.07965949314973
