id	sMLH
ES2875	0.971693543834761
ES2943	1.07965949314973
ES2942	0.755761645204814
ES2887	1.07965949314973
ES2853	0.755761645204814
ES2624	1.03101696007447
ES2667	0.683066438556055
ES2997	1.13844406426009
ES2879	1.07965949314973
ES2902	0.647795695889841
ES2934	0.863727594519787
ES2936	0.916459520066192
ES2895	0.919814662938736
ES2929	0.561833458945685
ES2841	0.801902080057918
ES2872	0.971693543834761
ES3175	1.18762544246471
ES3011	0.971693543834761
ES3357	1.29559139177968
ES3369	1.07965949314973
ES3344	1.40355734109465
ES2930	0.971693543834761
ES2920	0.971693543834761
ES2909	1.18762544246471
ES3149	1.13844406426009
ES3300	1.51152329040963
ES3330	0.683066438556055
ES3256	1.71836160012411
ES3358	0.755761645204814
ES2960	0.647795695889841
ES2957	1.26013184009101
ES2948	1.14557440008274
ES2906	0.863727594519787
ES3368	1.14557440008274
ES3247	1.07965949314973
ES3255	1.07965949314973
ES3311	1.18762544246471
ES3287	0.916459520066192
ES3314	1.07965949314973
ES3052	0.863727594519787
ES2913	0.458229760033096
ES2946	0.647795695889841
ES2915	0.863727594519787
ES3283	1.18762544246471
ES3252	0.971693543834761
ES3342	1.07965949314973
ES3289	0.647795695889841
ES3225	1.00463907053089
ES3035	1.21197658643084
ES3020	0.755761645204814
ES2956	1.07965949314973
ES2955	0.755761645204814
ES3356	0.971693543834761
ES3306	0.727185951858504
ES3350	1.07965949314973
ES3258	0.32389784794492
ES3296	0.863727594519787
ES3230	1.33951876070785
ES3023	0.755761645204814
ES3039	1.6194892397246
ES2954	1.03101696007447
ES3291	0.916459520066192
ES3359	0.57278720004137
ES3331	0.755761645204814
ES3361	1.13844406426009
ES3290	0.863727594519787
ES2980	0.687344640049644
ES2989	1.03101696007447
ES3044	0.801902080057918
ES3329	1.21197658643084
ES3279	1.29559139177968
ES3347	0.916459520066192
ES3351	0.727185951858504
ES3323	1.72745518903957
ES3200	1.07965949314973
ES2865	1.01130022610223
ES2986	1.60380416011584
ES3031	0.356102168286529
ES3304	1.29559139177968
ES3332	1.09077892778776
ES3354	0.830810534824705
ES3335	0.863727594519787
ES3232	0.971693543834761
ES3231	1.18762544246471
ES3206	1.03101696007447
ES3223	1.18762544246471
ES3154	1.07965949314973
ES3169	0.687344640049644
ES3153	1.6194892397246
ES3148	1.40355734109465
ES3218	0.916459520066192
ES3180	0.898933534313097
ES3163	1.18762544246471
ES3307	0.971693543834761
ES3203	0.971693543834761
ES3211	0.687344640049644
ES3152	0.863727594519787
ES3217	0.755761645204814
ES3174	0.788102890665824
ES3207	0.971693543834761
ES3189	1.29559139177968
ES3150	0.863727594519787
ES3160	1.18762544246471
ES3208	1.40355734109465
ES3159	0.863727594519787
ES3193	0.956194318203674
ES3197	0.971693543834761
ES3157	1.26951285333611
ES3155	0.971693543834761
ES3214	0.78656684252396
ES3182	1.33951876070785
ES3151	1.12366691789137
